Date,Intraday Auction 15 minute call,Intraday Continuous 15 minutes Index Price,Intraday Continuous 15 minutes Low Price,Intraday Continuous 15 minutes High Price,Intraday Continuous 15 minutes ID3-Price,Intraday Continuous 15 minutes ID1-Price
06/03/2021 05:45,36.94,43.2,27.5,83.9,38.09,38.54
06/03/2021 06:00,39.81,38.77,27.25,72.9,37.9,43.72
06/03/2021 06:15,41.08,50.02,32,177.6,50.32,55.2
06/03/2021 06:30,43.81,50.33,32,124.99,46.44,52.55
06/03/2021 06:45,49.3,52.51,36.74,70,50.23,50.98
06/03/2021 07:00,48.48,55.67,32,199,54.99,65.01
06/03/2021 07:15,46.08,53.28,32,98.99,54.57,62.1
06/03/2021 07:30,46.09,43.04,-54.31,64.99,51.07,54.82
06/03/2021 07:45,46.01,42.55,0.02,59.88,46.86,49.49
06/03/2021 08:00,53.16,48.83,16.2,67.9,51.41,55.2
06/03/2021 08:15,48.92,44.62,0,66.19,50.02,45.04
06/03/2021 08:30,48.04,44.51,32,53.1,46.27,42.48
06/03/2021 08:45,37.23,35.67,-4,44.49,34.17,35.31
06/03/2021 09:00,57.43,55.92,32,104.6,58.91,60.38
06/03/2021 09:15,48.64,43.66,15.52,59.06,44.15,46.55
06/03/2021 09:30,44.79,38.79,23.03,48.84,38.78,39.38
06/03/2021 09:45,37.29,35.1,27.95,43.25,33.77,37.45
06/03/2021 10:00,46.36,49.61,32,64.94,49.14,52.02
06/03/2021 10:15,37.95,48.32,0,109.4,48.08,51.66
06/03/2021 10:30,35.43,39.3,30.43,83.98,38.68,44.18
06/03/2021 10:45,35.93,37.35,28.2,48.4,37.37,41.57
06/03/2021 11:00,38.99,44.94,32.13,53,46.5,50.16
06/03/2021 11:15,38.87,38.47,19.5,45.25,41.71,40.09
06/03/2021 11:30,36.11,39.04,33,44.63,39.28,38.86
06/03/2021 11:45,35.24,40.34,32.03,60,38.82,38.48
06/03/2021 12:00,41.5,44.83,32,49,46.42,47.03
06/03/2021 12:15,37.29,42.37,32,59.7,43.15,44.1
06/03/2021 12:30,35.1,42.14,29.92,56.58,41.38,44.3
06/03/2021 12:45,27.47,40.18,5.5,56.17,40.07,41.6
06/03/2021 13:00,37.77,41.98,32,55.89,42.8,44.4
06/03/2021 13:15,35.07,41.1,30,49.98,41.62,39.6
06/03/2021 13:30,34.66,40.26,5.8,49,41.1,41.59
06/03/2021 13:45,35,38.95,30.37,127.5,37.8,39.58
06/03/2021 14:00,27.5,28.43,-37.1,46.75,28.55,19.18
06/03/2021 14:15,34.63,37.47,29.8,58.02,37.48,36.9
06/03/2021 14:30,34.93,38.8,0,47.4,40.84,40.88
06/03/2021 14:45,40.09,40.57,10.03,49,43.23,45.27
06/03/2021 15:00,29.59,31.19,-56.8,45.84,30.8,30.68
06/03/2021 15:15,35.57,34.66,-19.99,46.03,33.57,32.9
06/03/2021 15:30,37.97,38.51,28,134.4,37.63,36.45
06/03/2021 15:45,52.48,49.29,35.31,109.69,48.95,47.06
06/03/2021 16:00,21.2,34.88,23.01,196.89,35.21,42.57
06/03/2021 16:15,36.5,38.39,29.46,52.7,39.04,45.17
06/03/2021 16:30,39.99,46.31,32,59,48.16,53.51
06/03/2021 16:45,55.32,53.16,38.26,114.69,55.15,53.84
06/03/2021 17:00,34.93,37.99,-48.43,51.22,40.6,36.67
06/03/2021 17:15,45.38,45.56,28.6,60.16,47.59,42.99
06/03/2021 17:30,52.46,54.35,37.5,69,55.59,50.22
06/03/2021 17:45,66.13,59.71,42.41,74.6,59.88,53.74
06/03/2021 18:00,53.68,49.69,16.7,64.02,51.66,53.52
06/03/2021 18:15,56.05,53.32,43.7,66.07,54.18,54.46
06/03/2021 18:30,59.24,56.93,44.19,98.97,56.68,51.71
06/03/2021 18:45,57.14,55.7,37.68,78.95,56.61,49.23
06/03/2021 19:00,74.99,69.7,41.01,79.46,71.4,70.01
06/03/2021 19:15,58.88,52.3,19.01,66.87,53.37,51.09
06/03/2021 19:30,57.19,53.33,39.49,123.3,49.68,50.46
06/03/2021 19:45,52.54,46.92,30.41,78.99,42.57,40.57
06/03/2021 20:00,76.47,68.18,55,106.2,67.52,77.85
06/03/2021 20:15,56.49,63.66,46.7,214.5,63.97,79.41
06/03/2021 20:30,53.11,52.01,36.5,93.38,50.48,56.9
06/03/2021 20:45,45.52,44.23,34.6,71.99,42.57,42.41
06/03/2021 21:00,56,52.76,34.81,62.76,54.07,54.8
06/03/2021 21:15,51.92,46.65,34.62,100.06,46.27,46.77
06/03/2021 21:30,47.52,44.32,33.32,66.12,40.93,43.88
06/03/2021 21:45,41.45,40.39,31.75,54.63,37.87,38.52
06/03/2021 22:00,56.05,55.2,45.31,99,55.17,62.65
06/03/2021 22:15,52.46,55.02,47.05,93.7,50.45,55.49
06/03/2021 22:30,49.08,49.67,32,99,47.52,54.29
06/03/2021 22:45,41.08,38.12,29.73,148.62,38.23,43.66
06/03/2021 23:00,52.6,50.49,36.52,163.2,49.66,55.23
06/03/2021 23:15,43.21,42.79,-75.6,52.6,43.92,44.85
06/03/2021 23:30,43.82,39.7,-3,57.2,41.78,39.82
06/03/2021 23:45,35.06,32.09,-195.9,55,32.78,31.75
07/03/2021 00:00,54.68,57.57,44.5,286.19,53.75,53.55
07/03/2021 00:15,45.92,48,32,84.3,46.63,43.34
07/03/2021 00:30,40.19,47.24,27,73.71,46.95,47.31
07/03/2021 00:45,33.46,36.99,-29.13,59.94,43.05,47.85
07/03/2021 01:00,51.71,41.87,-5,56.31,50.63,49.26
07/03/2021 01:15,45.23,40.92,-5,52.73,44.44,38.25
07/03/2021 01:30,39.83,35.56,16.5,60,37.46,31.29
07/03/2021 01:45,38.14,32.13,-5,43.73,32.08,27.75
07/03/2021 02:00,41.99,44.68,9.53,58.63,45.11,45.42
07/03/2021 02:15,46.95,46.76,32,63.15,46.55,48.34
07/03/2021 02:30,41.99,42.38,32,61,40.95,45.11
07/03/2021 02:45,40.09,42.57,32,65,41.17,45.14
07/03/2021 03:00,44.54,52.15,32,90.3,47.11,49.97
07/03/2021 03:15,41.82,46.79,32,79.21,45.44,48.04
07/03/2021 03:30,43.07,44.7,24.02,84.85,45.76,49
07/03/2021 03:45,42.93,43.37,32,79.3,44.6,46.76
07/03/2021 04:00,43.5,41.2,25.7,56.7,41.81,40.46
07/03/2021 04:15,41.9,38.97,27.94,91.7,37.14,34.22
07/03/2021 04:30,41.51,45.43,32,59.5,45.08,42.44
07/03/2021 04:45,40.53,44.27,24.51,54.4,46.14,44.61
07/03/2021 05:00,46.44,47.41,18.92,74.1,49.96,54.91
07/03/2021 05:15,41.47,39.18,15.52,51.85,44.22,47.95
07/03/2021 05:30,48.6,41.53,-5,60.99,48.73,45.91
07/03/2021 05:45,41.84,37.21,-4.99,59.82,44.58,39.67
07/03/2021 06:00,40.42,36.38,15.01,49,36.49,32.52
07/03/2021 06:15,41.56,41.45,30.13,73,42.26,36.59
07/03/2021 06:30,42.38,41.99,30,71.51,42.75,37.05
07/03/2021 06:45,48.52,43.05,30,77.01,42.76,39.5
07/03/2021 07:00,44.36,46.16,32,199.7,48.48,51.96
07/03/2021 07:15,45.96,47.34,34.6,76.3,47.44,50.72
07/03/2021 07:30,40.45,44.2,32,62.49,41.31,45.96
07/03/2021 07:45,40.02,43.12,14.59,52.5,42.21,44.52
07/03/2021 08:00,47.55,49.91,34.55,158.1,50.57,54.36
07/03/2021 08:15,46.25,47.48,33.07,61.76,47.42,51.23
07/03/2021 08:30,39.14,34.45,27.76,47.43,33.2,35.68
07/03/2021 08:45,32.23,29.28,20.01,45.67,28.38,29.09
07/03/2021 09:00,52.35,51.21,32,97.39,53.89,56.14
07/03/2021 09:15,48.01,39.19,-6.65,59.06,41.14,38.05
07/03/2021 09:30,30.97,30.6,-39.98,70,30.3,32.48
07/03/2021 09:45,21.4,19.15,-76.09,39.99,20.97,21.9
07/03/2021 10:00,44.13,41.42,29,52.28,42,40.1
07/03/2021 10:15,38.17,35.86,20,63,30.23,28.29
07/03/2021 10:30,29.66,30.32,-9,61,21.2,20.01
07/03/2021 10:45,30.58,33.48,18.5,59,28.77,32.42
07/03/2021 11:00,37.45,38.95,27.45,71.54,39.51,44.69
07/03/2021 11:15,41.95,40.18,28,98.98,40.43,45.66
07/03/2021 11:30,41.91,38.11,28,50,38.97,39.5
07/03/2021 11:45,36.61,34.54,21.67,72.01,35.58,35.65
07/03/2021 12:00,51.47,43.5,23.02,57.65,44.99,47.67
07/03/2021 12:15,47.05,39.41,21.02,47.65,42.06,43.71
07/03/2021 12:30,36.53,29.11,-11.32,43.3,33.7,33.65
07/03/2021 12:45,29.68,17.43,-32.19,34.37,20.2,20.58
07/03/2021 13:00,43.37,24.73,-34,43.4,28.53,24.93
07/03/2021 13:15,38.92,17.9,-67.69,40.9,21.5,11.36
07/03/2021 13:30,36.92,3.6,-58.83,37.62,5.37,-20.74
07/03/2021 13:45,35.55,0.29,-56.28,35.06,-4.98,-21.01
07/03/2021 14:00,14.19,2.38,-233.7,37.47,-2.46,-3.39
07/03/2021 14:15,32.61,25.62,-59.98,41.65,23.57,22.26
07/03/2021 14:30,41.27,35.18,5,55.96,32.47,29.1
07/03/2021 14:45,49.92,44,32,64.3,39.77,39.7
07/03/2021 15:00,19.57,6.89,-42.54,41.5,-4.23,6.26
07/03/2021 15:15,36.91,33.95,22.01,49,33.18,42.04
07/03/2021 15:30,46.1,37.02,-28.65,50.8,38.69,41.35
07/03/2021 15:45,54.98,44.39,-1.7,56,49.45,49.81
07/03/2021 16:00,24.89,14.9,-15.7,35,6.68,1.48
07/03/2021 16:15,40.56,38.13,20.15,50.67,40.56,43.86
07/03/2021 16:30,42.74,45.71,-5.05,53,47.31,45.74
07/03/2021 16:45,54.06,46.55,27.97,55.7,47.66,43
07/03/2021 17:00,32.47,25.06,-0.05,39.12,24.77,22.49
07/03/2021 17:15,47.67,38.98,15.71,49.1,38.03,35.92
07/03/2021 17:30,52.77,44.86,35.01,58.9,45.53,43.78
07/03/2021 17:45,70.19,55.78,45.85,69,55.82,60.32
07/03/2021 18:00,47.05,42.69,-4,55.9,42.18,39.39
07/03/2021 18:15,57.3,47.22,42,61.1,46.52,46.05
07/03/2021 18:30,64.07,49.66,19.6,63.97,50.82,48.22
07/03/2021 18:45,64.95,57.02,40.7,66.2,57.62,59.51
07/03/2021 19:00,72.59,66.35,40.41,84,66.45,60.81
07/03/2021 19:15,61.93,53.27,36.5,157.49,48.88,43.5
07/03/2021 19:30,57.04,48.08,35.38,61,46.01,47.59
07/03/2021 19:45,49.09,47.08,30.9,70.5,44.41,49.02
07/03/2021 20:00,74.06,66,18.52,152.92,66.27,68.7
07/03/2021 20:15,54.37,54.82,32,203,50.48,45.33
07/03/2021 20:30,47.54,44.46,14.41,132.2,44,40.73
07/03/2021 20:45,43.94,37.16,20.02,57.3,36.75,34.84
07/03/2021 21:00,55.6,50.47,36.29,73.1,50.34,46.47
07/03/2021 21:15,52.86,45.44,-53.78,56.46,46.69,41.74
07/03/2021 21:30,48.45,44.87,36.28,51.94,45.71,42.42
07/03/2021 21:45,50.12,41.91,23.8,58.64,39.83,37.49
07/03/2021 22:00,55.83,56.26,37.7,88.39,58.39,60.23
07/03/2021 22:15,52.17,51.95,-1.99,64.19,55.47,58.6
07/03/2021 22:30,52.8,49.56,32.85,62.43,51.69,56.7
07/03/2021 22:45,45.08,39.93,0,60.17,37.53,36.03
07/03/2021 23:00,54.91,55.95,32,66.4,55.74,49.34
07/03/2021 23:15,45.93,48.29,23.7,55.96,49.6,45.41
07/03/2021 23:30,41.69,44.8,32,287.49,43.31,43
07/03/2021 23:45,33.47,32.07,-4.99,47.48,29.87,31.41
08/03/2021 00:00,53.17,51.2,28.3,67.1,52.83,53.51
08/03/2021 00:15,50.04,42.42,23.61,50.55,43.14,39.98
08/03/2021 00:30,44.63,36.5,3.98,47.75,37.5,35.98
08/03/2021 00:45,45.04,34.29,-4,45.29,34.98,36.24
08/03/2021 01:00,48.04,43.31,-4,52.2,44.25,42.25
08/03/2021 01:15,47.79,37.49,-96.6,49,35.7,32.59
08/03/2021 01:30,47.1,44.29,-0.3,239.98,39.17,36.24
08/03/2021 01:45,45.3,45.4,32,227.1,41.63,44.19
08/03/2021 02:00,43.83,39.45,28.97,76.35,37.08,37.71
08/03/2021 02:15,43.91,45.93,32,99,44.29,49.55
08/03/2021 02:30,44.97,42.11,32,67.5,39.93,46.69
08/03/2021 02:45,46.03,47.73,32,96.99,46.33,55.25
08/03/2021 03:00,37.64,41.87,32,66.33,40.71,40.68
08/03/2021 03:15,43.84,46.25,32,74.18,42.62,44.73
08/03/2021 03:30,44.96,41.32,29.9,65,37.61,37.31
08/03/2021 03:45,48.29,52.59,32,99,52.29,63.59
08/03/2021 04:00,40.55,38.18,18,52.96,37.95,35.52
08/03/2021 04:15,43.19,36.75,-5.5,49,40.23,38.09
08/03/2021 04:30,43.78,38.52,7.9,115.9,40.72,35.48
08/03/2021 04:45,48.71,49.46,8.9,68.92,50.34,44.19
08/03/2021 05:00,42.01,38.36,29.01,52.4,36.67,34.21
08/03/2021 05:15,44.61,40.5,30.1,82.67,37.65,35.14
08/03/2021 05:30,48.42,49.12,-139.9,100,47.95,53.05
08/03/2021 05:45,60.18,55.86,23.96,65.65,54.61,56.92
08/03/2021 06:00,33.01,35.4,-4,50,36.04,34.13
08/03/2021 06:15,61.09,67.89,30.01,99.99,73.15,76.72
08/03/2021 06:30,67.96,59.02,32,86.6,55.99,52.22
08/03/2021 06:45,81.85,71.84,32,228.7,66.77,61.61
08/03/2021 07:00,70.92,74.15,32,333.5,68.54,69.3
08/03/2021 07:15,82.3,82.7,28.51,186.6,82.07,92.38
08/03/2021 07:30,91.87,75.5,32,131.1,76.62,75.71
08/03/2021 07:45,74.36,65.07,32,87.26,62.91,57.7
08/03/2021 08:00,121.68,91.73,32,127.72,87.44,75.74
08/03/2021 08:15,96.67,70.4,32,103.42,67.03,56.26
08/03/2021 08:30,90.62,68.36,30,111.97,68.21,61.52
08/03/2021 08:45,57.26,52.38,32,74.98,52.17,49.65
08/03/2021 09:00,95.44,68.92,20,99.81,73.73,63.86
08/03/2021 09:15,67.58,49.22,-90.23,83,53.37,52.18
08/03/2021 09:30,62.03,51.97,32,91.5,52.41,48.95
08/03/2021 09:45,55.01,46.57,27.1,88.1,42.67,38.01
08/03/2021 10:00,73.09,67.47,32,79.64,66.55,66.44
08/03/2021 10:15,62.47,51.07,32,70.57,50.24,52.18
08/03/2021 10:30,54.84,51.29,32,171.48,49.81,52.88
08/03/2021 10:45,53.22,50.91,32,73.18,48.09,54.63
08/03/2021 11:00,61.2,57.85,27,74.72,58.95,61.06
08/03/2021 11:15,63.34,47.91,20.04,63.41,51.79,55.46
08/03/2021 11:30,61.47,48.11,25.62,65.99,51.69,55.22
08/03/2021 11:45,54.84,39.53,25.01,56.47,39.95,38.31
08/03/2021 12:00,60.98,53.01,25.01,67.6,53.29,51.17
08/03/2021 12:15,56.6,47.1,32,84.31,44.53,41.08
08/03/2021 12:30,54.91,51.75,32,79.76,46.71,46.39
08/03/2021 12:45,53.24,51.38,39,65.1,50.8,53.79
08/03/2021 13:00,56.13,43.56,10,55.24,45.94,43.3
08/03/2021 13:15,53.27,47.27,20,56.4,49.49,45.48
08/03/2021 13:30,51.46,47.61,32,70,47.48,46.86
08/03/2021 13:45,53.21,55.01,32,77.8,46.61,44.22
08/03/2021 14:00,40.98,36.23,22.84,56,34.95,31.31
08/03/2021 14:15,48.84,41.57,30,61.1,39.18,37.11
08/03/2021 14:30,53.28,50.32,32,69.9,48.54,53.13
08/03/2021 14:45,64.13,65.07,32,145.37,63.25,66.56
08/03/2021 15:00,38.64,39.58,15.6,61.09,38.9,35.96
08/03/2021 15:15,50.29,50.29,32,105.14,46.4,47.43
08/03/2021 15:30,54.39,52.02,32,131.8,49.51,55.85
08/03/2021 15:45,67.97,64.57,32,80.02,64.62,67.29
08/03/2021 16:00,40.18,39.72,-3.59,84,38.66,37.84
08/03/2021 16:15,53.26,51.58,18.1,149.98,51.16,44.65
08/03/2021 16:30,59.37,54.56,30.02,72,56.05,60.2
08/03/2021 16:45,75.46,67.65,32,121.3,63.8,65.59
08/03/2021 17:00,49.38,52.7,32,190.39,49.67,56.3
08/03/2021 17:15,61.02,66.44,30.55,102.99,67.71,75.78
08/03/2021 17:30,70.53,63.15,32,85,65.04,76.66
08/03/2021 17:45,98.32,80.65,32,106.4,81.53,81.6
08/03/2021 18:00,70.32,57.94,32,71.55,58.01,50.53
08/03/2021 18:15,92.7,72.28,15.93,106.1,75.67,56.16
08/03/2021 18:30,141.08,89.2,32,138.5,88.74,71.74
08/03/2021 18:45,136.28,97.33,32,136.3,91.99,56.72
08/03/2021 19:00,180,122.03,32,219.5,110.63,99.64
08/03/2021 19:15,112.22,65.16,32,111.76,62.22,57.99
08/03/2021 19:30,100.83,67.19,32,103.81,65.01,69.2
08/03/2021 19:45,67.96,51.09,32,75.19,50.2,47.88
08/03/2021 20:00,114.4,74.17,32,110.92,67.22,63.56
08/03/2021 20:15,62.4,51.08,-19,77.33,50.71,48.33
08/03/2021 20:30,58.73,50.75,29.83,66.1,49.06,48.23
08/03/2021 20:45,53.28,46.72,31.18,73.01,45.14,47.93
08/03/2021 21:00,69.96,59.9,29.34,72.55,58.7,58.47
08/03/2021 21:15,61.3,53.93,31.21,66.25,52.21,49
08/03/2021 21:30,54.52,49.05,-23.6,68.1,45.68,41.65
08/03/2021 21:45,44.62,46.13,32,200,43.61,41.26
08/03/2021 22:00,69.01,65.74,32,316.75,64.76,71.25
08/03/2021 22:15,59.11,55.85,32,78.43,54.19,59.1
08/03/2021 22:30,52.65,50.83,32,200,47.57,53.89
08/03/2021 22:45,34.46,40.44,32,74.5,40.34,44.79
08/03/2021 23:00,64.31,60.37,32,91.65,58.42,62.97
08/03/2021 23:15,52.72,58.68,32,100,56.99,64.9
08/03/2021 23:30,44.74,48.49,20,149.98,47.18,53.17
08/03/2021 23:45,35.86,42.86,28,99.99,44.88,55.57
09/03/2021 00:00,56.03,64.37,32,125.49,64.55,76.4
09/03/2021 00:15,52.37,65.88,32,248.02,65.17,78.11
09/03/2021 00:30,49.76,55.32,32,84.1,52.79,63.72
09/03/2021 00:45,42.05,51.48,32,81.57,51.45,64.57
09/03/2021 01:00,52.46,61.16,32,84,61.48,68.11
09/03/2021 01:15,51.72,51.95,32,77.4,53.29,59.44
09/03/2021 01:30,45.29,48.04,32,58.85,50.49,52.87
09/03/2021 01:45,49.34,47.71,-3.5,56.55,49.11,49.31
09/03/2021 02:00,49.89,53.74,32,66.1,54.7,54.75
09/03/2021 02:15,44.68,52.6,32,77.3,52.08,55.03
09/03/2021 02:30,45.86,46.05,-3.5,54.7,47.18,48.39
09/03/2021 02:45,45.75,45.83,32,51.99,48.01,48.99
09/03/2021 03:00,44.6,49.15,32,65.15,51.02,49.75
09/03/2021 03:15,44.65,49.07,32,91.7,50.89,47.88
09/03/2021 03:30,44.6,48.59,32,71.27,46.6,44.06
09/03/2021 03:45,46.16,57.16,32,249.7,47.85,46.07
09/03/2021 04:00,37.99,46.61,32,120,47.8,48.35
09/03/2021 04:15,42.85,51.29,32,100,52.65,58.58
09/03/2021 04:30,52.03,62.64,32,100,63.3,77.25
09/03/2021 04:45,53.52,64.47,32,100.1,62.06,67.81
09/03/2021 05:00,43.41,51.26,32,99.99,50.33,49.01
09/03/2021 05:15,39.25,54.51,32,86,56.79,63.08
09/03/2021 05:30,54.41,63.62,32,89.98,68.37,66.37
09/03/2021 05:45,63.57,69.68,32,91.4,71.65,78.33
09/03/2021 06:00,26.67,42.65,26.7,54,46.02,45.75
09/03/2021 06:15,51.01,66.09,32,163.6,70.36,71.56
09/03/2021 06:30,71.59,73.89,32,89,77.77,74.71
09/03/2021 06:45,78.35,77.81,32,91.07,80.28,71.6
09/03/2021 07:00,59.01,61.6,32,73.4,63.37,63.14
09/03/2021 07:15,70.55,75.76,32,98.99,80.77,66.21
09/03/2021 07:30,74.45,69.76,32,96.1,72.55,64.21
09/03/2021 07:45,72.73,72.45,32,100,73.81,58.27
09/03/2021 08:00,87.08,97.52,32,124.98,101.9,101.99
09/03/2021 08:15,81.94,82.91,31.54,117.99,88.19,73.75
09/03/2021 08:30,80.94,72.04,32,103.04,72.5,59.19
09/03/2021 08:45,61,55.65,18.02,80.7,56.18,52.33
09/03/2021 09:00,77.79,76.62,32,97.5,76.82,62.73
09/03/2021 09:15,68.82,62.24,32,83.31,62.08,54.98
09/03/2021 09:30,68.89,59.28,32,83.89,58.82,51.09
09/03/2021 09:45,55.41,48.87,32,65.46,47.08,44.46
09/03/2021 10:00,68.88,68.57,32,85,67.24,61.39
09/03/2021 10:15,60.69,53.53,32,78.26,53.88,42.63
09/03/2021 10:30,55.97,52.9,32,96,50.8,44.85
09/03/2021 10:45,52.46,49.28,32,79.99,46.15,43.45
09/03/2021 11:00,57.8,61.82,32,78.72,61.2,60.05
09/03/2021 11:15,56.3,53.94,32,70,56.17,59.36
09/03/2021 11:30,56.1,54.72,32,76.95,55.93,54.58
09/03/2021 11:45,52.61,49.32,32,92.6,47.84,46.07
09/03/2021 12:00,59.07,56.67,32,68,55.92,46.19
09/03/2021 12:15,52.48,48.21,32,56.48,47.28,43.15
09/03/2021 12:30,54.47,49.93,32,67.89,49.49,46.69
09/03/2021 12:45,52.46,53.65,32,73.04,52.02,51.92
09/03/2021 13:00,52.47,48.01,12.99,60.41,46.79,45.17
09/03/2021 13:15,53.63,54.58,32,89.99,52.89,53.12
09/03/2021 13:30,55.82,54.96,32,72.62,56.86,58.93
09/03/2021 13:45,52.94,54.42,26.56,66,55.8,58.49
09/03/2021 14:00,39.14,43.34,16.7,64.42,43.93,44.04
09/03/2021 14:15,50.41,48.32,28.36,63.5,50.49,47.71
09/03/2021 14:30,57.55,50,32,66.9,50.4,46.53
09/03/2021 14:45,67.07,60.01,32,74.81,58.65,54.09
09/03/2021 15:00,47.25,44.93,32,62.65,43.11,42.82
09/03/2021 15:15,54.35,54.07,47.76,81.23,53.09,54.32
09/03/2021 15:30,58.98,59.01,42.5,95,56.19,59.13
09/03/2021 15:45,66.78,70.05,57.3,95.27,68.45,73.98
09/03/2021 16:00,38.78,43.78,32,74.13,42.43,44.87
09/03/2021 16:15,49.09,55.27,32,78,56.18,60.49
09/03/2021 16:30,58.46,59.94,32,348.6,60.5,65.78
09/03/2021 16:45,70.99,71.84,32,89.1,72.45,75.21
09/03/2021 17:00,50.04,44.64,-24.9,65.94,44.83,38.99
09/03/2021 17:15,59.01,51.6,20.2,73,50.42,42.6
09/03/2021 17:30,68.08,61.04,35.8,80.54,62.19,61.27
09/03/2021 17:45,89.95,78.19,24,104.84,77.96,68.5
09/03/2021 18:00,62.53,55.12,23.6,72.52,55.12,48.31
09/03/2021 18:15,87.52,61.15,5,91.5,68.27,62.63
09/03/2021 18:30,95.51,73.13,32,107.76,80.38,72.37
09/03/2021 18:45,111.7,75.43,-3.99,119.29,73.93,57.81
09/03/2021 19:00,128.29,99.08,32,216.1,96.25,89.78
09/03/2021 19:15,83.31,70.67,28.52,93.3,71.29,67.98
09/03/2021 19:30,93.94,74.59,32,267.4,70.67,70
09/03/2021 19:45,63.73,56.88,32,105.5,55.48,57.72
09/03/2021 20:00,89.24,94.86,32,700,98.65,122.66
09/03/2021 20:15,68.21,63.37,29.51,84.32,62.94,65.76
09/03/2021 20:30,59.01,60.89,32,84,61.98,59.16
09/03/2021 20:45,51.54,55.96,32,82.71,57.14,61.49
09/03/2021 21:00,73.11,71.12,32,140.2,70.7,75.03
09/03/2021 21:15,62.81,61.24,32,81.95,60.48,60.82
09/03/2021 21:30,52.43,54.01,32,79.85,54.61,46.29
09/03/2021 21:45,47.64,49.08,32,68.73,49,43.48
09/03/2021 22:00,68.93,67.3,41.91,93.9,68.1,72.4
09/03/2021 22:15,55.37,53.12,-17.7,63.34,53.67,48.7
09/03/2021 22:30,51.03,51.88,13.2,64.87,52.5,46.26
09/03/2021 22:45,45.77,49.72,22,68.98,50.19,55.5
09/03/2021 23:00,63.53,64.27,32,153.2,63.7,67.5
09/03/2021 23:15,52.47,53.84,26.12,150.3,53.38,61.06
09/03/2021 23:30,45.19,58.58,32,82,61.48,66.09
09/03/2021 23:45,41.79,47.13,32,87.9,46.5,49.86
10/03/2021 00:00,53.36,58.08,32,67.81,60.08,54.76
10/03/2021 00:15,53.4,51.47,32,58.35,51.33,47.89
10/03/2021 00:30,53.16,46.69,32,55.01,46.79,45.01
10/03/2021 00:45,47.56,43.43,11.3,58.13,43.82,46
10/03/2021 01:00,58.09,57.61,32,75.9,58.68,59.31
10/03/2021 01:15,53.28,51.3,32,62.61,51.22,49.36
10/03/2021 01:30,53.1,48.03,32,62.54,47.15,45.03
10/03/2021 01:45,43.35,46.52,32,66.5,43.5,45.34
10/03/2021 02:00,50.71,60.12,32,102.17,55.01,58.62
10/03/2021 02:15,47,51.37,32,142.17,47.76,51.84
10/03/2021 02:30,48.55,58.21,32,142.17,51.31,57.04
10/03/2021 02:45,48.68,55.37,32,142.16,49.68,56.51
10/03/2021 03:00,46.05,56.85,32,142.17,54.84,62.36
10/03/2021 03:15,47.57,53.75,32,110.48,49.46,54.87
10/03/2021 03:30,49.45,56.93,32,99.27,56.45,63.99
10/03/2021 03:45,52.88,57.55,32,90.9,57.5,66.03
10/03/2021 04:00,41.5,48.03,29.51,57,49.77,50.56
10/03/2021 04:15,44.1,45.94,-45.2,51.99,47.41,49.76
10/03/2021 04:30,53.2,53.68,32,70,56.46,56.06
10/03/2021 04:45,58.2,52.83,32,62.2,55.04,52.69
10/03/2021 05:00,48.31,47.17,20.02,53,49.02,48.62
10/03/2021 05:15,42.54,47.25,32,63.21,48.65,45.87
10/03/2021 05:30,58.95,54.61,32,65.47,57.91,56.79
10/03/2021 05:45,63.36,60.99,32,71.26,61.78,59.18
10/03/2021 06:00,33.64,44.32,32,65.13,46.4,46.76
10/03/2021 06:15,51.63,55.15,32,67,57.34,54.83
10/03/2021 06:30,68.46,62.22,32,76.23,64.56,57.29
10/03/2021 06:45,81.71,73.19,32,83.99,72.32,63.74
10/03/2021 07:00,60.53,57.19,22,72,56.84,53.14
10/03/2021 07:15,72.21,64.84,22,75.75,64.36,55.3
10/03/2021 07:30,80.94,70.89,32,82,71.72,67.79
10/03/2021 07:45,73.27,70.05,22,77.95,70.83,69.13
10/03/2021 08:00,79.2,79.98,32,96.8,78.82,80.87
10/03/2021 08:15,65.19,65.38,32,85,63.7,56.87
10/03/2021 08:30,61.65,69.3,32,150,58.62,58.88
10/03/2021 08:45,54.35,60.46,32,92,56.83,60.2
10/03/2021 09:00,69.1,75.06,32,129.98,74.85,94.69
10/03/2021 09:15,61.7,65.68,32,104.42,63.85,64.13
10/03/2021 09:30,53.36,58.83,32,108.7,58.91,54.17
10/03/2021 09:45,48.58,54.35,32,75.2,55.04,52.56
10/03/2021 10:00,59.78,60.82,19.99,100,62.84,58.23
10/03/2021 10:15,54.11,60.7,32,108,58.85,51.94
10/03/2021 10:30,50.5,56.58,32,112.93,50.74,51.44
10/03/2021 10:45,46.11,52.19,32,80.5,49.43,60.11
10/03/2021 11:00,61.15,66.22,32,79.98,67.82,71.84
10/03/2021 11:15,54.65,54.35,32,84.28,56.1,54.49
10/03/2021 11:30,50.42,46,30.01,73.1,47.16,51.83
10/03/2021 11:45,41.67,37.91,9.8,51.4,38.57,39.29
10/03/2021 12:00,60.33,61.64,32,89.89,60.64,60.45
10/03/2021 12:15,51.87,51.26,30.51,68.08,51.57,47.96
10/03/2021 12:30,41.04,42.03,30,51.67,42.06,42.07
10/03/2021 12:45,36.14,40.08,30,89.98,39.61,38.22
